Player,Injury,Start Date,Return Date,Days Missed
Grant Jerrett,placed on IL  surgery on left ankle,2014-10-29,2014-11-28,30
Grant Jerrett,placed on IL,2015-01-07,2015-01-26,19
Grant Jerrett,placed on IL,2015-03-21,2015-03-23,2
Grant Jerrett,placed on IL,2015-03-27,2015-04-10,14
Grant Jerrett,placed on IL,2015-01-31,2015-02-02,2
Grant Jerrett,placed on IL,2015-02-20,2015-02-25,5
Grant Riller,placed on IL with surgery on left knee,2021-10-19,2021-11-19,31
Grant Williams,placed on IL with NBA health and safety protocols,2021-01-08,2021-01-14,6
Grant Williams,placed on IL with NBA health and safety protocols,2021-12-17,2021-12-27,10
Grayson Allen,placed on IL with sore right foot,2023-03-14,2023-03-19,5
Grayson Allen,placed on IL with sprained right ankle,2023-04-03,2023-04-16,13
Grayson Allen,placed on IL with sprained right ankle,2023-01-12,2023-01-14,2
Grayson Allen,placed on IL with sore left hip,2022-03-07,2022-03-09,2
Grayson Allen,placed on IL with sore left hip,2022-02-17,2022-02-25,8
Grayson Allen,placed on IL with left hip injury,2020-01-28,2020-07-31,185
Grayson Allen,placed on IL with NBA health and safety protocols,2021-01-29,2021-02-06,8
Grayson Allen,placed on IL with illness,2021-12-04,2021-12-06,2
Grayson Allen,placed on IL with sore right ankle,2019-12-11,2019-12-20,9
Grayson Allen,placed on IL with illness,2022-11-11,2022-11-14,3
Grayson Allen,placed on IL with concussion,2021-02-27,2021-03-11,12
Grayson Allen,placed on IL with sore left hip,2022-04-07,2022-04-16,9
Grayson Allen,placed on IL with sprained right ankle,2022-11-16,2022-11-18,2
Grayson Allen,placed on IL with sore left ankle,2019-11-04,2019-11-23,19
Grayson Allen,placed on IL with right foot injury,2022-12-05,2022-12-07,2
Grayson Allen,placed on IL with left hand injury,2021-04-30,2021-05-03,3
Grayson Allen,placed on IL with sore left hip,2021-03-31,2021-04-02,2
Grayson Allen,placed on IL with right hip injury,2022-02-06,2022-02-08,2
Grayson Allen,placed on IL with NBA health and safety protocols,2022-01-04,2022-01-12,8
Greg Brown III,placed on IL with illness,2021-12-12,2021-12-14,2
Greg Brown III,placed on IL with sprained left ankle,2021-11-14,2021-11-16,2
Greg Monroe,placed on IL with strained right knee,2015-03-17,2015-04-08,22
Greg Monroe,placed on IL with strained left calf,2017-11-10,2017-11-16,6
Greg Oden,placed on IL,2014-05-06,2014-05-24,18
Greg Oden,placed on IL with back spasms,2014-03-28,2014-04-14,17
Greg Oden,placed on IL,2014-03-04,2014-03-06,2
Greg Oden,placed on IL,2014-03-19,2014-03-24,5
Greg Smith (b. 1991-01-08),placed on IL with sore right knee,2014-02-10,2014-02-19,9
Greg Smith (b. 1991-01-08),placed on IL,2015-03-27,2015-03-29,2
Greg Smith (b. 1991-01-08),placed on IL,2015-04-18,2015-04-21,3
Greg Smith (b. 1991-01-08),placed on IL,2015-04-01,2015-04-10,9
Greg Smith (b. 1991-01-08),placed on IL,2015-03-10,2015-03-13,3
Greg Smith (b. 1991-01-08),placed on IL  surgery on right knee,2014-03-05,2014-04-10,36
Greg Smith (b. 1991-01-08),placed on IL,2015-03-18,2015-03-22,4
Greg Stiemsma,placed on IL with sprained right ankle,2014-10-29,2014-11-04,6
Greg Whittington,placed on IL with sore left knee,2021-03-21,2021-03-30,9
Greivis Vasquez,placed on IL with illness,2014-02-01,2014-02-03,2
Greivis Vasquez,placed on IL with sore right ankle,2016-11-04,2016-11-09,5
Greivis Vasquez,placed on IL with sore right ankle,2015-11-29,2016-03-30,122
Guerschon Yabusele,placed on IL,2018-02-24,2018-03-14,18
Guerschon Yabusele,placed on IL,2018-01-23,2018-01-31,8
Guerschon Yabusele,placed on IL with illness,2018-01-18,2018-01-22,4
Guerschon Yabusele,placed on IL with illness,2017-10-17,2017-10-20,3
Guerschon Yabusele,placed on IL with sore left knee,2018-04-08,2018-04-11,3
Guerschon Yabusele,placed on IL with sprained right ankle,2018-12-10,2018-12-21,11
Guerschon Yabusele,placed on IL,2019-03-03,2019-03-05,2
Guerschon Yabusele,placed on IL with illness,2019-03-16,2019-03-18,2
Guerschon Yabusele,placed on IL,2019-04-07,2019-04-09,2
Guerschon Yabusele,placed on IL with sore lower back,2019-04-21,2019-04-28,7
Guillermo Hernangomez / Willy Hernangomez,placed on IL with NBA health and safety protocols,2022-02-03,2022-02-12,9
Guillermo Hernangomez / Willy Hernangomez,placed on IL with ankle injury,2017-03-01,2017-03-05,4
Guillermo Hernangomez / Willy Hernangomez,placed on IL,2016-11-02,2016-11-04,2
Gustavo Ayon,placed on IL  surgery on right shoulder,2014-03-07,2014-04-19,43
Hamidou Diallo,placed on IL with sore right groin,2021-02-25,2021-03-26,29
Hamidou Diallo,placed on IL with right groin injury,2021-03-27,2021-03-29,2
Hamidou Diallo,placed on IL with right groin injury,2021-04-01,2021-04-02,1
Hamidou Diallo,placed on IL with sprained left ankle,2018-11-23,2018-11-30,7
Hamidou Diallo,placed on IL,2019-03-05,2019-03-13,8
Hamidou Diallo,placed on IL with facial injury,2021-12-05,2021-12-08,3
Hamidou Diallo,placed on IL with NBA health and safety protocols,2021-05-09,2021-05-14,5
Harrison Barnes,placed on IL for rest,2018-03-17,2018-03-20,3
Harrison Barnes,placed on IL with sprained left ankle,2018-02-05,2018-02-10,5
Harrison Barnes,placed on IL with left foot injury,2021-02-17,2021-02-23,6
Harrison Barnes,placed on IL for rest,2018-04-04,2018-04-06,2
Harrison Barnes,placed on IL with sprained left ankle,2015-11-28,2016-01-04,37
Harrison Barnes,placed on IL with sprained right foot,2021-11-26,2021-12-08,12
Harry Giles III,placed on IL,2018-12-19,2018-12-23,4
Harry Giles III,placed on IL with sore left knee,2019-10-23,2019-11-08,16
Harry Giles III,placed on IL with strained left calf,2021-02-15,2021-03-18,31
Hassan Whiteside,placed on IL with sprained right foot,2022-03-25,2022-04-02,8
Hassan Whiteside,placed on IL with NBA health and safety protocols,2022-01-12,2022-01-24,12
Hassan Whiteside,placed on IL with concussion,2022-01-01,2022-01-07,6
Hassan Whiteside,placed on IL with glute muscle injury,2021-12-05,2021-12-09,4
Hassan Whiteside,placed on IL with NBA health and safety protocols,2021-05-09,2021-05-11,2
Hassan Whiteside,placed on IL with sore right knee,2021-03-28,2021-04-05,8
Hassan Whiteside,placed on IL with NBA health and safety protocols,2021-02-24,2021-03-17,21
Hassan Whiteside,placed on IL with strained left hip,2020-08-08,2020-08-11,3
Hassan Whiteside,placed on IL with sore left hip,2021-01-15,2021-01-27,12
Hassan Whiteside,placed on IL,2014-12-14,2014-12-16,2
Hassan Whiteside,placed on IL with strained left hip,2019-03-02,2019-03-04,2
Hassan Whiteside,placed on IL with hand injury,2015-03-27,2015-03-31,4
Hassan Whiteside,placed on IL with sore right knee,2016-01-04,2016-01-06,2
Hassan Whiteside,placed on IL with right hip injury,2019-11-21,2019-11-25,4
Hassan Whiteside,placed on IL with sore left hip,2018-03-10,2018-03-29,19
Hassan Whiteside,placed on IL with bone bruise in left knee,2017-12-20,2017-12-26,6
Hassan Whiteside,placed on IL with strained left hip,2016-01-29,2016-02-03,5
Hassan Whiteside,placed on IL with bruised left knee,2017-10-21,2017-11-01,11
Hassani Gravett,placed on IL with NBA health and safety protocols,2021-12-30,2022-01-02,3
Henry Ellenson,placed on IL with sprained left ankle,2019-01-21,2019-01-25,4
Henry Ellenson,placed on IL,2016-12-14,2016-12-17,3
Henry Ellenson,placed on IL,2017-11-15,2017-11-19,4
Henry Ellenson,placed on IL,2017-01-23,2017-03-27,63
Henry Ellenson,placed on IL,2018-10-23,2018-10-27,4
Henry Ellenson,placed on IL,2016-11-07,2016-11-14,7
Henry Ellenson,placed on IL with sprained left ankle,2018-12-12,2019-01-19,38
Henry Ellenson,placed on IL with sprained right ankle,2016-12-02,2016-12-06,4
Henry Sims,placed on IL,2014-01-10,2014-01-15,5
Herbert Jones / Herb Jones (Keyshawn),placed on IL with sprained left ankle,2021-11-05,2021-11-10,5
Herbert Jones / Herb Jones (Keyshawn),placed on IL with hyperextended right knee,2022-10-25,2022-11-04,10
Herbert Jones / Herb Jones (Keyshawn),placed on IL with tibia injury,2022-04-10,2022-04-12,2
Herbert Jones / Herb Jones (Keyshawn),placed on IL with sore left ankle,2022-12-01,2022-12-13,12
Herbert Jones / Herb Jones (Keyshawn),placed on IL with NBA health and safety protocols,2022-12-26,2022-12-30,4
Ian Clark,placed on IL with throat ailment,2016-11-26,2016-11-28,2
Ian Clark,placed on IL,2015-10-27,2015-10-30,3
Ian Clark,placed on IL,2015-02-25,2015-03-21,24
Ian Clark,placed on IL,2015-11-09,2015-11-11,2
Ian Clark,placed on IL,2016-04-05,2016-04-07,2
Ian Clark,placed on IL,2016-06-13,2016-06-16,3
Ian Clark,placed on IL,2014-02-07,2014-03-08,29
Ian Clark,placed on IL,2014-01-25,2014-01-31,6
Ian Mahinmi,placed on IL  surgery on left knee to repair torn medial meniscus,2016-10-27,2016-11-26,30
Ian Mahinmi,placed on IL with sore lower back,2016-03-17,2016-03-19,2
Ian Mahinmi,placed on IL with knee injury,2015-12-31,2016-01-02,2
Ian Mahinmi,placed on IL with sprained right ankle,2015-02-08,2015-02-11,3
Ian Mahinmi,placed on IL with torn plantar fascia in left foot,2014-12-23,2015-01-09,17
Ian Mahinmi,placed on IL for strained left calf,2017-04-12,2018-04-10,363
Ian Mahinmi,placed on IL with right Achilles injury,2019-10-23,2019-12-05,43
Ian Mahinmi,placed on IL with bruised left hip,2014-03-11,2014-03-14,3
Ian Mahinmi,placed on IL with sore right knee,2016-11-28,2017-02-08,72
Ignas Brazdeikis / Iggy Brazdeikis,placed on IL with NBA health and safety protocols,2021-12-16,2021-12-27,11
Ignas Brazdeikis / Iggy Brazdeikis,placed on IL with NBA health and safety protocols,2021-03-25,2021-03-30,5
Ike Anigbogu,placed on IL,2017-11-15,2017-11-25,10
Ike Anigbogu,placed on IL,2017-11-27,2017-12-06,9
Ike Anigbogu,placed on IL,2017-12-17,2017-12-27,10
Ike Anigbogu,placed on IL,2018-01-06,2018-01-14,8
Ike Anigbogu,placed on IL,2018-02-09,2018-02-11,2
Ike Anigbogu,placed on IL,2018-02-23,2018-03-17,22
Iman Shumpert,placed on IL with left knee effusion,2017-11-28,2018-01-23,56
Iman Shumpert,placed on IL with sore right quadriceps,2015-04-10,2015-04-12,2
Iman Shumpert,placed on IL  surgery on right wrist,2015-10-27,2015-12-11,45
Iman Shumpert,placed on IL with left knee injury,2017-11-20,2017-11-27,7
Iman Shumpert,placed on IL with dislocated left shoulder,2015-01-13,2015-01-23,10
Iman Shumpert,placed on IL with sprained MCL in knee,2014-02-21,2014-03-02,9
Iman Shumpert,placed on IL with sprained right shoulder,2014-02-01,2014-02-03,2
Iman Shumpert,placed on IL with strained right groin,2015-12-17,2015-12-20,3
Iman Shumpert,placed on IL with left knee injury,2016-04-13,2016-04-17,4
Iman Shumpert,placed on IL with sore right knee,2017-03-25,2017-03-27,2
Iman Shumpert,placed on IL with strained left hamstring,2021-02-08,2021-02-23,15
Iman Shumpert,placed on IL with sore left hip,2018-10-24,2018-10-26,2
Iman Shumpert,placed on IL,2018-10-30,2018-11-01,2
Iman Shumpert,placed on IL,2018-11-25,2018-11-29,4
Iman Shumpert,placed on IL,2018-12-08,2018-12-10,2
Iman Shumpert,placed on IL with right index finger injury,2019-01-05,2019-01-10,5
Iman Shumpert,placed on IL with sore right knee,2019-02-21,2019-02-25,4
Iman Shumpert,placed on IL with NBA health and safety protocols,2021-01-31,2021-02-04,4
Iman Shumpert,placed on IL with sore right knee,2017-11-01,2017-11-07,6
Immanuel Quickley,placed on IL with NBA health and safety protocols,2021-12-17,2021-12-27,10
Immanuel Quickley,placed on IL with sprained left ankle,2021-05-07,2021-05-13,6
Immanuel Quickley,placed on IL with left hip injury,2020-12-26,2021-01-02,7
Immanuel Quickley,placed on IL with sore left ankle,2021-03-18,2021-03-21,3
Isaac Bonga,placed on IL with right big toe injury,2022-04-08,2022-04-10,2
Isaac Bonga,placed on IL with right big toe injury,2022-04-03,2022-04-07,4
Isaac Bonga,placed on IL with groin injury,2020-03-10,2020-07-31,143
Isaac Bonga,placed on IL with NBA health and safety protocols,2021-12-26,2022-01-04,9
Isaac Okoro,placed on IL with sore left knee,2023-03-31,2023-04-15,15
Isaac Okoro,placed on IL with sprained left elbow,2022-01-03,2022-01-14,11
Isaac Okoro,placed on IL with sprained left foot,2020-12-27,2021-01-05,9
Isaac Okoro,placed on IL with strained left hamstring,2021-10-27,2021-11-10,14
Isaac Okoro,placed on IL with NBA health and safety protocols,2021-12-16,2021-12-28,12
Isaiah Briscoe,placed on IL with concussion,2019-02-24,2019-02-28,4
Isaiah Briscoe,placed on IL with sprained right ankle,2019-01-25,2019-01-31,6
Isaiah Canaan,placed on IL,2015-02-20,2015-02-22,2
Isaiah Canaan,placed on IL,2015-01-12,2015-01-31,19
Isaiah Canaan,placed on IL,2017-04-16,2017-04-23,7
Isaiah Canaan,placed on IL,2017-03-13,2017-03-15,2
Isaiah Canaan,placed on IL,2014-04-14,2014-04-16,2
Isaiah Canaan,placed on IL,2014-12-03,2014-12-11,8
Isaiah Canaan,placed on IL,2017-01-20,2017-01-29,9
Isaiah Canaan,placed on IL,2014-01-22,2014-03-05,42
Isaiah Canaan,placed on IL,2017-03-08,2017-03-12,4
Isaiah Canaan,placed on IL with fractured left ankle,2018-02-02,2018-02-08,6
Isaiah Canaan,placed on IL with strained left adductor,2018-01-07,2018-01-14,7
Isaiah Hartenstein,placed on IL,2018-12-20,2018-12-25,5
Isaiah Hartenstein,placed on IL with sprained left ankle,2021-12-22,2022-01-15,24
Isaiah Hartenstein,placed on IL with NBA health and safety protocols,2021-03-26,2021-03-27,1
Isaiah Hartenstein,placed on IL,2019-02-21,2019-03-26,33
Isaiah Hartenstein,placed on IL,2019-02-09,2019-02-11,2
Isaiah Hartenstein,placed on IL,2019-01-21,2019-02-01,11
Isaiah Hartenstein,placed on IL,2018-12-27,2019-01-14,18
Isaiah Hartenstein,placed on IL,2018-12-06,2018-12-11,5
Isaiah Hartenstein,placed on IL,2018-12-13,2018-12-15,2
Isaiah Hartenstein,placed on IL,2018-12-17,2018-12-19,2
Isaiah Hicks,placed on IL,2019-02-22,2019-04-07,44
Isaiah Hicks,placed on IL,2018-03-23,2018-03-26,3
Isaiah Hicks,placed on IL,2018-03-13,2018-03-17,4
Isaiah Hicks,placed on IL,2017-10-21,2018-02-08,110
Isaiah Hicks,placed on IL,2019-02-05,2019-02-08,3
Isaiah Hicks,placed on IL with sprained left ankle,2018-10-17,2019-02-01,107
Isaiah Jackson,placed on IL with headache,2022-03-24,2022-04-01,8
Isaiah Jackson,placed on IL with concussion,2022-03-17,2022-03-23,6
Isaiah Jackson,placed on IL with sprained right ankle,2022-02-12,2022-02-25,13
Isaiah Jackson,placed on IL with sprained right ankle,2022-02-03,2022-02-11,8
Isaiah Jackson,placed on IL with NBA health and safety protocols,2021-12-30,2022-01-10,11
Isaiah Jackson,placed on IL with hyperextended left knee,2021-10-29,2021-11-14,16
Isaiah Joe,placed on IL with sore back,2022-01-07,2022-01-09,2
Isaiah Joe,placed on IL with sprained right ankle,2022-05-08,2022-05-10,2
Isaiah Joe,placed on IL with NBA health and safety protocols,2021-11-04,2021-11-13,9
Isaiah Livers,placed on IL with hip injury,2022-10-19,2022-10-22,3
Isaiah Livers,placed on IL with sprained left ankle,2023-03-01,2023-03-04,3
Isaiah Livers,placed on IL with sprained right shoulder,2022-12-04,2023-01-11,38
Isaiah Livers,placed on IL  surgery on right foot,2021-10-19,2021-11-23,35
Isaiah Livers,placed on IL with concussion,2022-03-23,2022-03-30,7
Isaiah Roby,placed on IL,2019-10-25,2020-01-27,94
Isaiah Roby,placed on IL with sprained right ankle,2023-02-14,2023-03-03,17
Isaiah Roby,placed on IL with sore lower back,2022-03-06,2022-03-08,2
Isaiah Roby,placed on IL,2020-02-05,2020-02-21,16
Isaiah Roby,placed on IL with concussion,2021-04-07,2021-04-13,6
Isaiah Roby,placed on IL with flu,2022-11-02,2022-11-05,3
Isaiah Roby,placed on IL with NBA health and safety protocols,2022-01-05,2022-01-15,10
Isaiah Roby,placed on IL with sprained right ankle,2022-01-31,2022-02-11,11
Isaiah Stewart,placed on IL with right knee injury,2022-03-08,2022-03-14,6
Isaiah Stewart,placed on IL with sore left shoulder,2023-01-23,2023-01-26,3
Isaiah Stewart,placed on IL with sore left shoulder,2023-01-11,2023-01-13,2
Isaiah Stewart,placed on IL with right big toe injury,2022-11-17,2022-11-29,12
Isaiah Stewart,placed on IL with NBA health and safety protocols,2021-12-23,2022-01-06,14
Isaiah Taylor,placed on IL,2017-05-09,2017-05-11,2
Isaiah Taylor,placed on IL,2018-01-20,2018-01-22,2
Isaiah Taylor,placed on IL,2017-03-01,2017-04-02,32
Isaiah Taylor,placed on IL,2017-10-18,2017-10-22,4
Isaiah Taylor,placed on IL with eye contusion,2017-11-18,2017-11-30,12
Isaiah Thomas,placed on IL with back injury,2015-03-11,2015-03-25,14
Isaiah Thomas,placed on IL with ankle injury,2014-11-26,2014-12-12,16
Isaiah Thomas,placed on IL with sore/strained groin,2016-12-07,2016-12-16,9
Isaiah Thomas,placed on IL with bone bruise in right knee,2017-03-17,2017-03-20,3
Isaiah Thomas,placed on IL with right hip impingement,2017-10-17,2018-01-02,77
Isaiah Thomas,placed on IL with right hip injury,2018-10-17,2019-02-13,119
Isaiah Thomas,placed on IL with strained left calf,2019-12-06,2019-12-16,10
Isaiah Thomas,placed on IL with NBA health and safety protocols,2021-04-04,2021-04-05,1
Isaiah Thomas,placed on IL with NBA health and safety protocols,2021-12-30,2022-01-08,9
Isaiah Thomas,placed on IL,2015-04-15,2016-04-16,367
Isaiah Todd,placed on IL,2021-11-05,2021-11-07,2
Isaiah Todd,placed on IL,2021-11-24,2021-12-03,9
Isaiah Todd,placed on IL with strained right hamstring,2022-12-04,2022-12-20,16
Isaiah Whitehead,placed on IL with sprained left ankle,2017-04-04,2017-04-06,2
Isaiah Whitehead,placed on IL,2017-10-27,2017-10-29,2
Isaiah Whitehead,placed on IL,2017-12-20,2018-01-27,38
Isaiah Whitehead,placed on IL,2017-11-26,2017-11-27,1
Isaiah Whitehead,placed on IL,2017-12-04,2017-12-15,11
Isaiah Whitehead,placed on IL with knee injury,2017-01-13,2017-01-15,2
Isaiah Whitehead,placed on IL,2018-02-02,2018-02-06,4
Isaiah Whitehead,placed on IL,2018-02-26,2018-03-16,18
Isaiah Whitehead,placed on IL,2017-10-31,2017-11-07,7
Isaiah Whitehead,placed on IL with concussion,2016-11-09,2016-11-12,3
Isaiah Whitehead,placed on IL with sore left foot,2016-12-22,2016-12-26,4
Ishmael Smith / Ish Smith,placed on IL with right adductor injury,2019-01-19,2019-02-02,14
Ishmael Smith / Ish Smith,placed on IL with NBA health and safety protocols,2021-12-06,2021-12-15,9
Ishmael Smith / Ish Smith,placed on IL with strained right quadriceps,2021-02-13,2021-04-02,48
Ishmael Smith / Ish Smith,placed on IL with NBA health and safety protocols,2021-01-24,2021-01-30,6
Ishmael Smith / Ish Smith,placed on IL with left hamstring injury,2020-03-08,2020-07-31,145
Ishmael Smith / Ish Smith,placed on IL with right adductor injury,2018-12-07,2019-01-14,38
Ishmael Smith / Ish Smith,placed on IL with right adductor injury,2019-02-05,2019-02-08,3
Ishmail Wainright / Ish Wainright,placed on IL with sore lower back,2021-12-29,2021-12-31,2
Ishmail Wainright / Ish Wainright,placed on IL with NBA health and safety protocols,2022-01-10,2022-01-14,4
Ivan Rabb,placed on IL with right heel injury,2018-03-26,2018-03-30,4
Ivan Rabb,placed on IL,2018-10-19,2018-10-22,3
Ivan Rabb,placed on IL,2017-12-04,2017-12-11,7
Ivan Rabb,placed on IL,2018-12-29,2019-01-02,4
Ivan Rabb,placed on IL,2018-12-07,2018-12-12,5
Ivan Rabb,placed on IL,2017-12-31,2018-01-05,5
Ivan Rabb,placed on IL,2017-11-04,2017-11-26,22
Ivan Rabb,placed on IL,2017-10-30,2017-11-01,2
Ivan Rabb,placed on IL,2017-12-01,2017-12-02,1
Ivan Rabb,placed on IL,2017-12-16,2017-12-23,7
Ivica Zubac,placed on IL,2017-12-02,2017-12-07,5
Ivica Zubac,placed on IL,2016-11-15,2016-12-05,20
Ivica Zubac,placed on IL with strained right calf,2023-02-23,2023-02-28,5
Ivica Zubac,placed on IL with strained right calf,2023-03-02,2023-03-05,3
Ivica Zubac,placed on IL,2016-11-06,2016-11-13,7
Ivica Zubac,placed on IL,2016-12-16,2016-12-17,1
Ivica Zubac,placed on IL,2017-01-05,2017-01-08,3
Ivica Zubac,placed on IL,2017-11-15,2017-11-19,4
Ivica Zubac,placed on IL,2016-12-29,2017-01-01,3
Ivica Zubac,placed on IL,2018-01-28,2018-02-06,9
Ivica Zubac,placed on IL with NBA health and safety protocols,2021-12-30,2022-01-08,9
Ivica Zubac,placed on IL with right calf injury,2022-01-31,2022-02-06,6
Ivica Zubac,placed on IL,2017-12-18,2017-12-25,7
Ivica Zubac,placed on IL,2017-10-19,2017-10-22,3
Ivica Zubac,placed on IL with bruised left knee / discomfort in left knee,2022-12-15,2022-12-21,6
Ivica Zubac,placed on IL,2017-01-10,2017-01-12,2
Ivica Zubac,placed on IL,2016-10-26,2016-11-02,7
Ivica Zubac,placed on IL with quadriceps injury,2017-03-05,2017-03-07,2
J.J. Hickson,placed on IL with sore right knee,2014-11-17,2014-11-23,6
J.J. Hickson,placed on IL,2016-04-03,2016-04-06,3
J.J. Hickson,placed on IL,2016-01-17,2016-01-27,10
J.J. Hickson,placed on IL with root canal,2016-01-13,2016-01-15,2
J.J. Redick,placed on IL with right heel injury,2021-05-01,2021-05-02,1
J.J. Redick,placed on IL with back injury,2019-04-09,2019-04-12,3
J.J. Redick,placed on IL with nausea,2019-02-05,2019-02-08,3
J.J. Redick,placed on IL with left fibula injury,2018-01-20,2018-01-31,11
J.J. Redick,placed on IL with tightness in right hamstring,2017-12-21,2017-12-25,4
J.J. Redick,placed on IL with tightness in lower back,2017-10-30,2017-11-01,2
J.J. Redick,placed on IL with right heel injury,2021-03-11,2021-04-12,32
J.J. Redick,placed on IL with back injury,2019-01-08,2019-01-09,1
J.J. Redick,placed on IL with strained left hamstring,2020-03-06,2020-07-30,146
J.J. Redick,placed on IL for rest,2016-04-13,2016-04-17,4
J.J. Redick,placed on IL with back injury,2014-02-05,2014-04-03,57
J.J. Redick,placed on IL with sprained right ankle,2017-03-26,2017-03-29,3
J.R. Smith,placed on IL with sore right ankle,2016-11-13,2016-11-18,5
J.R. Smith,placed on IL  surgery on right thumb to repair fracture,2017-01-06,2017-03-09,62
J.R. Smith,placed on IL with hyperextended left knee,2016-12-07,2016-12-10,3
J.T. Thor,player not with team,2021-12-23,2021-12-27,4
J.T. Thor,placed on IL,2021-11-19,2021-12-01,12
Ja Morant,placed on IL with sprained left ankle,2020-12-29,2021-01-16,18
Ja Morant,placed on IL with sore back,2021-05-14,2021-05-16,2
Ja Morant,placed on IL with sprained left knee,2021-11-28,2021-12-20,22
Ja Morant,placed on IL with left thigh injury,2022-01-08,2022-01-09,1
Ja Morant,placed on IL with back injury,2019-12-13,2019-12-14,1
Ja Morant,placed on IL with sore left ankle,2022-02-15,2022-02-16,1
Ja Morant,placed on IL with sore back,2022-03-15,2022-03-18,3
Ja Morant,placed on IL with back spasms,2019-12-01,2019-12-09,8
Ja Morant,placed on IL with sore right knee,2022-04-10,2022-04-15,5
Ja Morant,placed on IL with right hand injury,2023-04-09,2023-04-16,7
Ja Morant,placed on IL with right thigh injury,2023-03-28,2023-03-29,1
Ja Morant,placed on IL with sore right wrist,2023-02-05,2023-02-06,1
Ja Morant,placed on IL with sore left ankle,2023-01-23,2023-01-24,1
Ja Morant,placed on IL with sore right knee,2022-03-19,2022-04-09,21
Ja Morant,placed on IL with right thigh injury,2022-12-12,2022-12-15,3
Ja Morant,placed on IL with right thigh injury,2023-01-09,2023-01-11,2
Ja Morant,placed on IL with sore left ankle,2022-11-13,2022-11-15,2
Ja Morant,placed on IL,2022-10-29,2022-10-31,2
JaKarr Sampson,placed on IL,2018-03-19,2018-03-27,8
JaKarr Sampson,placed on IL with sore back,2019-11-23,2019-12-17,24
JaKarr Sampson,placed on IL,2018-02-24,2018-03-07,11
JaKarr Sampson,placed on IL with sore back,2021-01-17,2021-01-20,3
JaKarr Sampson,placed on IL with sore left knee,2021-03-19,2021-03-21,2
JaKarr Sampson,placed on IL with sore lower back,2021-04-16,2021-04-17,1
JaKarr Sampson,placed on IL with concussion,2021-04-30,2021-05-11,11
JaKarr Sampson,placed on IL,2018-01-08,2018-01-28,20
JaKarr Sampson,placed on IL,2017-12-12,2018-01-06,25
JaKarr Sampson,placed on IL,2014-11-21,2014-11-24,3
JaKarr Sampson,placed on IL,2017-10-23,2017-10-29,6
JaKarr Sampson,placed on IL with sprained left ankle,2020-01-24,2020-01-26,2
JaMychal Green,placed on IL with sprained right ankle,2021-12-13,2021-12-22,9
JaMychal Green,placed on IL with left calf injury,2020-12-22,2021-01-01,10
JaMychal Green,placed on IL with stomach illness,2021-03-12,2021-03-13,1
JaMychal Green,placed on IL with sprained left elbow,2021-11-29,2021-12-01,2
JaMychal Green,placed on IL with tailbone injury,2019-12-09,2019-12-22,13
JaMychal Green,placed on IL with sore left knee,2019-02-07,2019-02-09,2
JaMychal Green,placed on IL with fractured jaw,2018-11-07,2018-11-18,11
JaMychal Green,placed on IL with fractured jaw,2018-10-22,2018-11-02,11
JaMychal Green,placed on IL with right ankle injury,2018-01-22,2018-02-01,10
JaMychal Green,placed on IL with sore right knee,2017-12-23,2017-12-30,7
JaMychal Green,placed on IL with sprained left shoulder,2021-02-21,2021-03-01,8
JaMychal Green,placed on IL with sprained right wrist,2022-03-28,2022-04-01,4
JaMychal Green,placed on IL with NBA health and safety protocols,2022-01-15,2022-01-23,8
JaMychal Green,placed on IL with sprained left ankle,2017-10-21,2017-11-14,24
JaQuori McLaughlin,placed on IL,2021-11-29,2021-12-01,2
JaQuori McLaughlin,placed on IL,2021-11-03,2021-11-27,24
JaQuori McLaughlin,placed on IL with NBA health and safety protocols,2021-12-23,2022-01-04,12
JaQuori McLaughlin,placed on IL,2021-10-21,2021-10-28,7
JaQuori McLaughlin,placed on IL,2021-12-03,2021-12-04,1
JaQuori McLaughlin,placed on IL,2021-12-07,2021-12-19,12
JaQuori McLaughlin,placed on IL,2021-10-29,2021-11-02,4
JaVale McGee,placed on IL with strained left lower leg,2014-12-13,2015-01-29,47
JaVale McGee,placed on IL,2016-02-21,2016-03-03,11
JaVale McGee,placed on IL,2016-03-06,2016-03-20,14
JaVale McGee,placed on IL,2017-10-25,2017-10-27,2
JaVale McGee,placed on IL with flu,2020-01-23,2020-01-31,8
JaVale McGee,placed on IL with illness,2021-03-19,2021-03-21,2
JaVale McGee,placed on IL with strained neck,2022-11-15,2022-11-18,3
JaVale McGee,placed on IL with illness,2022-03-26,2022-04-01,6
JaVale McGee,placed on IL with illness,2015-02-03,2015-02-09,6
JaVale McGee,placed on IL with NBA health and safety protocols,2021-03-26,2021-03-28,2
JaVale McGee,placed on IL with NBA health and safety protocols,2021-12-30,2022-01-07,8
JaVale McGee,placed on IL with sore left knee,2022-01-25,2022-01-30,5
JaVale McGee,placed on IL with sprained right ankle,2023-03-07,2023-03-10,3
JaVale McGee,placed on IL with sore left leg,2014-11-25,2014-12-01,6
JaVale McGee,placed on IL with stress fracture in tibia in left leg,2015-10-28,2015-11-22,25
Jabari Bird,placed on IL,2017-12-31,2018-03-18,77
Jabari Bird,placed on IL,2017-11-30,2017-12-11,11
Jabari Bird,placed on IL,2017-12-15,2017-12-25,10
Jabari Bird,placed on IL,2017-11-08,2017-11-10,2
